gender,weight,height,age,activity_level,calories_needed
female,44,169,21,sedentary,1476
female,81,161,21,moderate_exercise,2403
male,75,173,20,moderate_exercise,2434
male,62,180,20,extra_active,2820
male,83,194,22,moderate_exercise,2746
male,56,153,24,extra_active,2347
female,71,166,23,moderate_exercise,2281
female,71,176,19,sedentary,1865
male,78,188,21,extra_active,3209
female,50,173,19,light_exercise,1822
male,75,196,24,sedentary,2033
female,81,170,18,moderate_exercise,2513
male,76,188,24,extra_active,3143
male,53,166,22,light_exercise,1783
male,99,164,24,light_exercise,2384
male,91,193,18,sedentary,2238
female,77,159,19,very_active,2601
male,81,192,23,very_active,2991
female,69,176,23,light_exercise,2082
male,97,193,20,sedentary,2298
female,72,160,24,light_exercise,1979
male,74,185,20,extra_active,3107
male,70,176,20,very_active,2655
male,62,167,18,very_active,2437
male,56,163,20,sedentary,1581
male,78,183,19,moderate_exercise,2585
female,53,150,23,light_exercise,1638
male,94,160,18,light_exercise,2322
male,90,178,20,very_active,3021
female,63,159,20,extra_active,2589
male,96,184,24,extra_active,3475
male,69,151,18,light_exercise,1901
male,59,184,20,very_active,2551
female,40,170,21,moderate_exercise,1855
male,66,189,22,extra_active,2983
female,89,154,18,moderate_exercise,2482
female,54,169,18,extra_active,2556
female,56,164,19,light_exercise,1827
female,65,179,18,extra_active,2884
female,70,170,18,moderate_exercise,2343
male,67,153,21,sedentary,1632
male,85,164,18,moderate_exercise,2517
male,88,170,19,sedentary,2024
male,93,196,20,light_exercise,2604
female,65,171,23,extra_active,2741
female,85,175,24,light_exercise,2286
male,80,178,18,sedentary,1994
female,41,163,18,light_exercise,1619
female,74,153,23,moderate_exercise,2201
male,93,186,21,extra_active,3470
female,43,162,24,very_active,2004
male,82,178,20,sedentary,2006
male,71,152,20,sedentary,1679
female,83,158,21,very_active,2676
female,51,178,22,extra_active,2568
male,94,184,21,very_active,3146
male,97,157,22,extra_active,3192
female,61,179,18,very_active,2549
female,77,159,21,moderate_exercise,2322
female,40,173,23,sedentary,1446
female,63,178,24,extra_active,2777
male,93,190,22,extra_active,3508
female,69,153,20,sedentary,1662
male,63,191,20,light_exercise,2149
male,64,172,18,light_exercise,2013
male,81,154,21,moderate_exercise,2335
female,50,159,24,moderate_exercise,1880
female,87,158,22,light_exercise,2181
female,59,161,22,extra_active,2518
female,42,179,21,light_exercise,1750
male,83,156,21,light_exercise,2116
female,63,172,24,sedentary,1709
male,50,152,20,moderate_exercise,1843
male,65,199,22,sedentary,1947
female,73,152,18,very_active,2465
male,75,177,21,extra_active,3021
female,77,159,24,light_exercise,2039
female,46,165,23,light_exercise,1671
female,83,175,24,extra_active,3121
female,81,156,22,extra_active,2877
male,88,168,18,very_active,2896
female,70,177,24,sedentary,1830
male,69,152,23,sedentary,1637
female,76,153,20,light_exercise,2001
female,47,155,23,very_active,2006
male,50,152,21,moderate_exercise,1835
male,67,168,22,very_active,2500
female,86,156,21,very_active,2707
male,96,191,22,moderate_exercise,2918
female,40,174,21,sedentary,1466
female,71,171,24,sedentary,1797
female,54,168,24,moderate_exercise,2029
female,67,169,20,extra_active,2784
female,62,155,24,extra_active,2485
male,91,170,18,light_exercise,2367
male,62,170,24,very_active,2418
female,58,151,20,sedentary,1515
female,82,173,23,moderate_exercise,2519
male,50,169,21,light_exercise,1774
male,79,191,20,extra_active,3273
female,60,161,23,sedentary,1596
male,87,152,23,light_exercise,2123
female,79,160,18,light_exercise,2116
male,54,157,22,very_active,2157
male,83,178,23,light_exercise,2291
male,95,159,18,very_active,2920
male,72,170,20,sedentary,1826
male,50,171,23,very_active,2230
female,48,167,21,light_exercise,1729
male,90,157,21,sedentary,1938
female,65,169,20,extra_active,2746
male,54,169,20,moderate_exercise,2070
female,77,165,22,moderate_exercise,2372
female,65,158,23,very_active,2349
male,53,198,19,moderate_exercise,2343
female,51,170,22,extra_active,2473
female,53,160,24,light_exercise,1717
male,77,157,24,extra_active,2793
female,64,172,21,very_active,2500
female,73,153,20,sedentary,1710
male,67,185,23,moderate_exercise,2403
female,85,175,24,very_active,2868
female,87,177,18,sedentary,2070
male,61,172,19,very_active,2465
male,93,156,21,sedentary,1967
male,87,171,18,sedentary,2025
male,59,159,24,moderate_exercise,2019
female,57,177,19,moderate_exercise,2201
female,63,151,22,moderate_exercise,2019
male,68,161,20,light_exercise,1960
male,54,171,19,extra_active,2570
male,78,175,18,extra_active,3083
male,87,186,22,extra_active,3347
female,74,155,19,moderate_exercise,2252
female,83,174,23,moderate_exercise,2544
female,59,151,21,sedentary,1521
female,79,151,20,very_active,2540
female,69,160,21,light_exercise,1958
female,60,152,24,light_exercise,1745
male,98,170,24,very_active,3039
female,42,176,20,moderate_exercise,1951
male,70,187,19,sedentary,1935
male,60,187,23,extra_active,2836
female,48,161,22,sedentary,1458
female,73,159,21,moderate_exercise,2260
female,72,179,21,light_exercise,2163
male,85,162,20,light_exercise,2202
male,88,159,19,sedentary,1941
female,52,174,24,light_exercise,1824
female,61,155,23,light_exercise,1791
male,96,191,18,extra_active,3615
male,89,196,22,moderate_exercise,2858
male,82,180,22,moderate_exercise,2595
female,60,177,24,very_active,2459
female,50,176,19,light_exercise,1848
male,58,183,19,very_active,2532
male,89,188,22,very_active,3095
male,83,183,24,extra_active,3216
female,41,178,20,sedentary,1514
male,55,184,20,very_active,2482
male,84,172,22,very_active,2836
male,98,170,21,sedentary,2132
female,59,166,20,very_active,2357
female,65,150,18,extra_active,2539
female,80,164,19,very_active,2707
male,92,193,22,very_active,3200
female,56,158,24,extra_active,2406
female,45,172,19,very_active,2189
female,40,172,18,extra_active,2326
male,63,167,23,light_exercise,1922
female,46,157,20,sedentary,1416
female,50,162,22,moderate_exercise,1924
male,71,176,22,sedentary,1847
female,69,175,19,sedentary,1833
female,81,167,24,very_active,2713
male,57,176,19,extra_active,2687
male,95,161,19,extra_active,3230
female,81,169,18,very_active,2786
female,60,158,20,sedentary,1592
female,76,170,19,light_exercise,2154
male,84,169,20,extra_active,3107
female,43,161,24,light_exercise,1588
female,72,175,22,extra_active,2931
female,73,169,20,sedentary,1830
female,41,161,22,moderate_exercise,1775
male,88,180,18,very_active,3026
female,40,161,18,moderate_exercise,1791
male,84,195,24,moderate_exercise,2756
male,64,166,19,light_exercise,1955
female,81,177,21,sedentary,1980
female,66,169,19,moderate_exercise,2263
female,80,174,22,very_active,2788
female,47,165,20,sedentary,1488
female,58,153,18,moderate_exercise,1992
female,42,155,22,moderate_exercise,1733
female,83,152,18,light_exercise,2102
female,59,161,20,moderate_exercise,2070
female,57,161,18,sedentary,1590
male,65,188,22,very_active,2681
female,81,153,21,very_active,2588
male,67,164,22,extra_active,2706
male,92,197,19,extra_active,3601
female,40,165,20,light_exercise,1609
male,57,177,18,moderate_exercise,2209
male,95,199,21,very_active,3325
female,57,154,19,sedentary,1532
female,63,160,24,light_exercise,1855
male,96,179,23,extra_active,3425
female,51,159,19,very_active,2152
female,64,174,18,moderate_exercise,2289
male,69,186,19,light_exercise,2195
female,74,176,19,very_active,2732
female,46,174,24,sedentary,1520
female,40,154,19,extra_active,2102
male,65,182,18,extra_active,2919
female,89,166,23,sedentary,1982
male,81,198,24,very_active,3047
female,51,169,20,light_exercise,1795
male,74,165,23,moderate_exercise,2318
female,44,155,20,sedentary,1377
male,68,191,18,extra_active,3083
male,90,174,18,very_active,2995
female,48,170,18,light_exercise,1776
female,62,155,18,sedentary,1605
male,55,190,24,moderate_exercise,2258
female,60,178,21,very_active,2495
female,55,151,21,moderate_exercise,1903
female,41,170,23,very_active,2064
female,86,156,21,sedentary,1883
female,49,153,19,light_exercise,1637
female,76,174,23,sedentary,1886
female,52,176,18,sedentary,1643
male,99,157,23,moderate_exercise,2628
male,54,164,21,extra_active,2468
female,89,150,22,moderate_exercise,2413
male,84,173,19,very_active,2873
male,81,184,18,moderate_exercise,2649
female,64,150,22,light_exercise,1796
male,54,171,20,very_active,2325
male,93,190,21,moderate_exercise,2870
female,63,166,21,sedentary,1682
male,51,187,21,moderate_exercise,2190
male,76,161,18,very_active,2614
male,97,169,23,moderate_exercise,2713
male,78,161,23,very_active,2605
male,95,156,20,light_exercise,2288
male,53,198,23,extra_active,2834
female,67,164,23,moderate_exercise,2199
female,52,166,22,extra_active,2444
male,51,168,24,very_active,2206
male,67,187,19,very_active,2730
male,75,169,23,sedentary,1836
male,96,181,22,light_exercise,2503
female,53,163,21,sedentary,1539
female,72,166,22,extra_active,2824
male,66,154,20,very_active,2349
male,85,155,24,extra_active,2922
female,52,171,23,light_exercise,1805
male,78,186,20,very_active,2901
female,67,158,21,moderate_exercise,2157
female,65,168,24,moderate_exercise,2199
male,57,193,20,very_active,2614
female,62,170,24,extra_active,2663
female,49,162,23,very_active,2116
male,86,171,22,extra_active,3150
female,89,168,18,very_active,2914
female,86,164,19,extra_active,3095
female,61,164,24,extra_active,2573
female,71,150,22,sedentary,1652
male,86,157,22,extra_active,2983
male,99,159,22,extra_active,3254
female,55,150,19,sedentary,1478
female,45,159,23,sedentary,1401
male,98,199,19,moderate_exercise,3050
male,70,177,23,very_active,2640
female,74,170,18,extra_active,2948
male,64,188,21,extra_active,2943
female,72,178,22,very_active,2694
male,72,182,21,sedentary,1910
male,86,166,23,extra_active,3081
male,67,163,20,light_exercise,1963
female,64,153,21,sedentary,1596
male,54,174,20,sedentary,1640
male,55,193,24,very_active,2545
female,58,172,22,very_active,2387
male,84,194,24,moderate_exercise,2746
female,59,155,23,light_exercise,1764
female,79,166,21,light_exercise,2147
female,73,172,18,moderate_exercise,2409
male,99,198,18,light_exercise,2718
female,85,179,23,moderate_exercise,2624
male,62,191,22,extra_active,2931
male,80,196,21,sedentary,2111
male,81,193,23,extra_active,3306
male,78,159,23,light_exercise,2059
female,55,166,24,moderate_exercise,2025
female,43,160,18,sedentary,1415
male,64,181,19,very_active,2614
male,51,152,23,light_exercise,1628
female,52,179,19,sedentary,1659
male,89,194,22,extra_active,3480
female,43,151,18,extra_active,2133
male,62,170,21,extra_active,2691
female,80,156,19,very_active,2620
male,66,150,20,light_exercise,1838
male,51,186,18,sedentary,1706
female,42,153,24,sedentary,1314
male,74,156,19,light_exercise,2006
female,62,155,23,extra_active,2494
female,79,178,22,moderate_exercise,2529
male,56,168,24,moderate_exercise,2060
female,69,159,18,very_active,2471
male,79,154,24,very_active,2538
male,58,192,23,sedentary,1805
male,61,167,22,very_active,2385
female,70,151,24,extra_active,2589
female,75,166,21,sedentary,1826
male,65,159,18,very_active,2402
male,96,180,19,very_active,3155
female,45,160,22,moderate_exercise,1827
female,54,161,21,light_exercise,1760
male,86,168,21,moderate_exercise,2548
male,84,198,22,extra_active,3432
male,86,158,18,sedentary,1916
male,76,158,22,sedentary,1772
female,53,175,22,very_active,2333
male,95,157,22,sedentary,1992
male,95,155,22,light_exercise,2266
male,58,176,21,very_active,2439
female,62,153,23,sedentary,1560
male,65,195,22,extra_active,3036
male,66,153,19,extra_active,2584
female,73,164,19,moderate_exercise,2323
female,60,168,22,very_active,2379
female,54,178,23,sedentary,1652
male,52,183,18,moderate_exercise,2190
male,67,162,20,extra_active,2701
female,69,175,21,sedentary,1821
female,89,163,21,sedentary,1971
male,92,151,23,extra_active,3017
male,56,184,18,extra_active,2772
male,77,159,18,very_active,2609
female,63,172,18,extra_active,2763
male,78,165,22,very_active,2657
male,67,179,24,sedentary,1809
male,58,160,20,light_exercise,1814
male,94,167,22,sedentary,2055
male,91,181,24,sedentary,2112
female,71,151,23,sedentary,1653
female,67,150,19,sedentary,1622
male,55,182,19,very_active,2469
male,84,174,18,very_active,2892
female,65,152,20,light_exercise,1841
male,98,189,20,moderate_exercise,2945
male,59,170,22,light_exercise,1900
male,56,157,21,extra_active,2423
male,99,198,22,moderate_exercise,3033
female,87,170,19,sedentary,2012
female,89,157,20,light_exercise,2214
female,49,161,19,moderate_exercise,1922
female,78,159,20,extra_active,2874
male,80,187,23,sedentary,2031
female,50,154,24,sedentary,1418
male,90,154,21,light_exercise,2195
female,51,178,18,light_exercise,1886
female,59,155,23,light_exercise,1764
male,98,166,19,moderate_exercise,2730
female,79,152,20,extra_active,2810
female,60,165,19,sedentary,1650
male,68,172,21,moderate_exercise,2308
female,41,169,20,light_exercise,1657
male,98,184,22,sedentary,2231
female,44,167,18,moderate_exercise,1911
female,43,153,20,moderate_exercise,1744
male,55,156,19,very_active,2189
male,91,185,24,extra_active,3392
female,78,158,19,light_exercise,2078
male,58,187,19,very_active,2575
male,91,179,21,extra_active,3349
male,93,197,20,very_active,3278
female,78,160,18,extra_active,2905
male,59,193,24,extra_active,2879
female,54,151,24,light_exercise,1654
male,64,153,22,very_active,2286
female,77,150,23,sedentary,1718
male,66,158,21,moderate_exercise,2141
female,48,165,19,light_exercise,1726
female,43,166,21,light_exercise,1652
female,70,177,18,very_active,2683
female,46,166,24,extra_active,2311
female,46,162,18,extra_active,2321
male,96,171,21,sedentary,2115
female,76,159,18,very_active,2592
female,68,171,23,very_active,2540
female,76,173,19,sedentary,1902
male,63,168,23,light_exercise,1930
male,85,199,24,very_active,3127
female,76,168,24,sedentary,1835
male,79,180,23,sedentary,1967
male,79,179,23,moderate_exercise,2531
female,73,164,24,extra_active,2801
female,72,174,22,moderate_exercise,2382
female,74,175,22,sedentary,1875
female,52,177,23,extra_active,2565
female,54,177,19,sedentary,1668
male,85,192,18,light_exercise,2474
male,91,190,22,extra_active,3470
female,42,157,21,moderate_exercise,1760
male,74,190,20,moderate_exercise,2583
female,52,167,22,sedentary,1551
male,50,193,23,light_exercise,1967
female,83,177,20,moderate_exercise,2597
female,69,160,19,very_active,2474
male,98,161,19,moderate_exercise,2682
female,76,163,24,sedentary,1797
male,66,152,21,extra_active,2554
female,80,150,18,extra_active,2824
female,44,171,24,extra_active,2333
female,68,162,24,sedentary,1694
male,89,190,21,extra_active,3442
female,46,160,20,moderate_exercise,1858
female,82,176,24,sedentary,1967
female,72,150,22,moderate_exercise,2149
male,75,160,23,extra_active,2801
female,73,161,23,very_active,2519
male,94,168,19,light_exercise,2384
female,85,164,24,moderate_exercise,2471
male,60,180,20,moderate_exercise,2269
female,47,171,20,moderate_exercise,1981
female,56,152,20,extra_active,2373
female,50,178,20,very_active,2331
female,87,174,18,extra_active,3242
male,80,189,18,moderate_exercise,2682
male,55,182,23,light_exercise,1941
female,82,166,21,extra_active,3024
female,57,155,20,light_exercise,1757
female,52,158,23,sedentary,1478
female,50,179,20,extra_active,2580
female,42,155,19,very_active,1954
female,85,166,24,extra_active,3052
male,59,158,23,moderate_exercise,2017
male,96,179,22,light_exercise,2486
female,74,162,19,sedentary,1796
male,51,171,23,moderate_exercise,2019
female,57,174,18,very_active,2426
female,74,151,22,extra_active,2684
male,62,151,22,light_exercise,1778
male,69,183,23,extra_active,2960
female,76,177,21,sedentary,1920
male,57,188,21,moderate_exercise,2292
female,58,178,22,light_exercise,1955
male,65,176,24,extra_active,2791
female,53,170,20,light_exercise,1831
male,59,181,24,extra_active,2736
female,69,151,23,very_active,2342
female,64,150,19,extra_active,2511
female,42,157,20,light_exercise,1568
male,82,193,21,sedentary,2112
female,55,151,21,very_active,2118
male,78,174,24,light_exercise,2181
male,50,172,23,light_exercise,1786
